CustomerID,Name,Email,SignupDate,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Cell,RFM_Score,Cluster,Customer_Segment
C0225,Thomas Martin,thomas.martin97@example.com,2026-02-10,India,47,5,291.9,3,4,3,343,10,0,At Risk Customers
C0226,Rohan Singh,rohan.singh88@example.com,2025-07-15,United States,51,5,298.59000000000003,3,4,3,343,10,0,At Risk Customers
C0227,James Anderson,james.anderson84@example.com,2025-03-15,India,215,4,318.6,1,3,3,133,7,0,At Risk Customers
C0228,Emily Mishra,emily.mishra42@example.com,2025-12-08,India,56,3,255.5,3,2,3,323,8,0,At Risk Customers
C0229,Ashley Rodriguez,ashley.rodriguez96@example.com,2025-10-07,India,36,6,802.47,4,4,4,444,12,3,Champions
C0230,Richard Roy,richard.roy85@example.com,2025-06-03,United States,8,3,238.69,5,2,3,523,10,1,Loyalists
C0231,Sandra Miller,sandra.miller68@example.com,2025-06-04,India,15,5,947.8,5,4,4,544,13,1,Loyalists
C0232,William Taylor,william.taylor23@example.com,2025-05-02,India,382,3,122.92,1,2,2,122,5,0,At Risk Customers
C0233,Robert Martin,robert.martin47@example.com,2025-12-25,India,26,9,1569.04,4,5,5,455,14,3,Champions
C0234,Lisa Davis,lisa.davis11@example.com,2025-10-17,France,68,2,93.21,3,2,2,322,7,2,Lost Customers
C0235,Ananya Young,ananya.young73@example.com,2025-05-27,Germany,312,1,17.59,1,1,1,111,3,2,Lost Customers
C0236,Vikram Young,vikram.young55@example.com,2025-04-23,United States,51,10,1667.92,3,5,5,355,13,3,Champions
C0237,Kiran Miller,kiran.miller96@example.com,2026-01-22,United Kingdom,4,5,489.65,5,4,4,544,13,1,Loyalists
C0238,Meera Joshi,meera.joshi90@example.com,2025-11-27,India,12,5,582.77,5,4,4,544,13,1,Loyalists
C0239,Richard Gupta,richard.gupta84@example.com,2025-07-06,United Kingdom,47,6,1135.97,3,4,5,345,12,3,Champions
C0240,Diya Rodriguez,diya.rodriguez51@example.com,2026-01-18,United States,40,9,1271.05,4,5,5,455,14,3,Champions
C0241,Siddharth Nair,siddharth.nair79@example.com,2025-07-07,United States,13,7,899.6700000000001,5,5,4,554,14,3,Champions
C0242,Michael Smith,michael.smith42@example.com,2025-09-04,Australia,8,1,72.52,5,1,1,511,7,1,Loyalists
C0243,Sarah Sen,sarah.sen24@example.com,2025-08-28,Australia,138,1,33.94,2,1,1,211,4,2,Lost Customers
C0244,Neha Jones,neha.jones96@example.com,2026-01-06,United Kingdom,49,4,301.61,3,3,3,333,9,0,At Risk Customers
C0245,Lisa Harris,lisa.harris56@example.com,2025-02-16,Germany,39,4,257.56,4,3,3,433,10,0,At Risk Customers
C0246,Aarav Miller,aarav.miller78@example.com,2025-03-05,United States,67,5,690.39,3,4,4,344,11,0,At Risk Customers
C0247,Emily Thompson,emily.thompson58@example.com,2025-11-23,Australia,11,16,4635.9,5,5,5,555,15,3,Champions
C0248,Isha Jones,isha.jones70@example.com,2025-01-13,United States,532,1,66.09,1,1,1,111,3,2,Lost Customers
C0249,Suresh Kumar,suresh.kumar88@example.com,2025-04-24,United States,111,5,299.15999999999997,2,4,3,243,9,0,At Risk Customers
C0250,Ashley Martinez,ashley.martinez93@example.com,2025-07-29,India,50,18,5583.7,3,5,5,355,13,3,Champions
C0251,Amit Gupta,amit.gupta48@example.com,2025-09-10,India,286,1,72.9,1,1,1,111,3,2,Lost Customers
C0252,James White,james.white27@example.com,2025-07-18,United States,356,1,60.94,1,1,1,111,3,2,Lost Customers
C0253,Anil Mukherjee,anil.mukherjee85@example.com,2026-01-16,United Kingdom,165,1,76.73,2,1,1,211,4,2,Lost Customers
C0254,Thomas Joshi,thomas.joshi72@example.com,2025-11-12,United States,42,4,359.51,4,3,4,434,11,0,At Risk Customers
C0255,Michael Gupta,michael.gupta98@example.com,2025-07-09,India,84,5,467.59000000000003,3,4,4,344,11,0,At Risk Customers
C0256,Richard Garcia,richard.garcia56@example.com,2025-02-20,Singapore,3,1,34.66,5,1,1,511,7,1,Loyalists
C0257,Karen White,karen.white92@example.com,2025-07-03,India,194,1,65.36,1,1,1,111,3,2,Lost Customers
C0258,Michael Williams,michael.williams25@example.com,2025-08-21,India,28,3,144.67000000000002,4,2,2,422,8,1,Loyalists
C0259,Tanvi Young,tanvi.young12@example.com,2025-01-26,Germany,61,8,1204.75,3,5,5,355,13,3,Champions
C0260,James Nair,james.nair82@example.com,2025-04-16,India,11,7,1192.81,5,5,5,555,15,3,Champions
C0261,Suresh Brown,suresh.brown85@example.com,2025-04-21,Germany,116,2,94.08,2,2,2,222,6,2,Lost Customers
C0262,Vikram Sen,vikram.sen28@example.com,2026-02-08,Canada,56,4,351.32,3,3,4,334,10,0,At Risk Customers
C0263,Aarav Davis,aarav.davis28@example.com,2025-03-08,United States,29,4,327.69,4,3,4,434,11,1,Loyalists
C0264,Rohan Rao,rohan.rao94@example.com,2025-01-14,India,222,2,165.35,1,2,2,122,5,2,Lost Customers
C0265,Robert Garcia,robert.garcia85@example.com,2025-06-15,India,15,4,525.01,5,3,4,534,12,1,Loyalists
C0266,Emily Mehta,emily.mehta26@example.com,2026-01-15,United States,102,2,148.67000000000002,2,2,2,222,6,2,Lost Customers
C0267,Kabir Patel,kabir.patel70@example.com,2025-08-18,Germany,72,3,227.12,3,2,3,323,8,0,At Risk Customers
C0268,Sunita Thompson,sunita.thompson23@example.com,2025-08-20,United States,270,1,28.67,1,1,1,111,3,2,Lost Customers
C0269,Kiran Gupta,kiran.gupta94@example.com,2025-09-24,India,25,15,4907.18,4,5,5,455,14,3,Champions
C0270,Aditya Mehta,aditya.mehta71@example.com,2025-07-25,United States,149,5,303.28,2,4,3,243,9,0,At Risk Customers
C0271,Isha Anderson,isha.anderson66@example.com,2025-02-07,Canada,457,1,31.32,1,1,1,111,3,2,Lost Customers
C0272,John Young,john.young28@example.com,2025-02-03,India,5,4,269.05,5,3,3,533,11,1,Loyalists
C0273,Kiran Thompson,kiran.thompson80@example.com,2025-12-31,India,8,5,295.79999999999995,5,4,3,543,12,1,Loyalists
C0274,Sanjay Jackson,sanjay.jackson47@example.com,2025-08-21,United States,5,6,860.16,5,4,4,544,13,1,Loyalists
C0275,Sandra Joshi,sandra.joshi99@example.com,2025-02-28,France,228,3,159.39000000000001,1,2,2,122,5,0,At Risk Customers
C0276,Suresh Brown,suresh.brown65@example.com,2025-08-20,Canada,27,4,294.62,4,3,3,433,10,1,Loyalists
C0277,Thomas Sen,thomas.sen68@example.com,2025-07-24,United States,42,13,4604.46,4,5,5,455,14,3,Champions
C0278,Isha Kumar,isha.kumar64@example.com,2025-06-10,United Kingdom,93,4,175.3,2,3,2,232,7,0,At Risk Customers
C0279,Karen Reddy,karen.reddy97@example.com,2025-08-31,India,65,4,286.0,3,3,3,333,9,0,At Risk Customers
C0280,Diya Singh,diya.singh65@example.com,2025-02-19,United Kingdom,30,6,898.28,4,4,4,444,12,3,Champions
C0281,Karen Nair,karen.nair81@example.com,2025-01-31,United States,124,2,71.69999999999999,2,2,1,221,5,2,Lost Customers
C0282,Suresh Harris,suresh.harris52@example.com,2025-12-10,India,179,1,30.26,1,1,1,111,3,2,Lost Customers
C0283,Robert Banerjee,robert.banerjee16@example.com,2025-05-28,United States,40,7,979.9000000000001,4,5,5,455,14,3,Champions
C0284,Robert Joshi,robert.joshi83@example.com,2025-09-17,India,7,10,1436.2,5,5,5,555,15,3,Champions
C0285,Rajesh Jones,rajesh.jones23@example.com,2025-06-29,France,38,10,1446.86,4,5,5,455,14,3,Champions
C0286,Karen Rao,karen.rao45@example.com,2025-10-21,India,199,1,12.33,1,1,1,111,3,2,Lost Customers
C0287,Sandra Harris,sandra.harris89@example.com,2025-11-11,United Kingdom,12,4,316.7,5,3,3,533,11,1,Loyalists
C0288,Suresh Verma,suresh.verma87@example.com,2025-12-03,Germany,91,7,1075.55,2,5,5,255,12,0,At Risk Customers
C0289,Michael Verma,michael.verma33@example.com,2025-05-20,United Kingdom,118,4,289.36,2,3,3,233,8,0,At Risk Customers
C0290,David Sen,david.sen54@example.com,2025-01-04,India,16,2,225.42000000000002,5,2,3,523,10,1,Loyalists
C0291,Neha Martin,neha.martin94@example.com,2025-07-25,India,137,5,326.79,2,4,4,244,10,0,At Risk Customers
C0292,Aditya Singh,aditya.singh77@example.com,2025-04-21,India,268,2,171.51999999999998,1,2,2,122,5,2,Lost Customers
C0293,Ashley Sen,ashley.sen30@example.com,2025-07-09,India,196,4,284.64,1,3,3,133,7,0,At Risk Customers
C0294,John Martin,john.martin86@example.com,2025-02-13,Canada,232,2,87.64,1,2,1,121,4,2,Lost Customers
C0295,Neha Smith,neha.smith89@example.com,2025-01-26,United Kingdom,164,3,222.65000000000003,2,2,3,223,7,0,At Risk Customers
C0296,Michael Chatterjee,michael.chatterjee94@example.com,2025-08-06,United States,192,1,64.61,1,1,1,111,3,2,Lost Customers
C0297,Richard Mukherjee,richard.mukherjee44@example.com,2025-04-21,Germany,125,3,254.8,2,2,3,223,7,0,At Risk Customers
C0298,Kabir Roy,kabir.roy65@example.com,2025-02-26,India,400,1,68.9,1,1,1,111,3,2,Lost Customers
C0299,Deepak Anderson,deepak.anderson77@example.com,2025-12-08,India,195,3,216.96,1,2,3,123,6,0,At Risk Customers
C0300,Vikram Choudhury,vikram.choudhury86@example.com,2025-01-29,India,261,1,67.9,1,1,1,111,3,2,Lost Customers
C0301,David Brown,david.brown27@example.com,2026-01-27,India,10,5,301.66999999999996,5,4,3,543,12,1,Loyalists
C0302,John Rao,john.rao10@example.com,2025-09-12,United Kingdom,328,1,33.87,1,1,1,111,3,2,Lost Customers
C0303,Rohan Nair,rohan.nair58@example.com,2025-09-30,United Kingdom,34,7,1178.65,4,5,5,455,14,3,Champions
C0304,Sunita Harris,sunita.harris95@example.com,2026-02-17,India,17,1,66.72,5,1,1,511,7,1,Loyalists
C0305,Lisa Gupta,lisa.gupta65@example.com,2025-01-10,United States,5,4,310.72,5,3,3,533,11,1,Loyalists
C0306,Arjun Kumar,arjun.kumar83@example.com,2025-08-08,United States,152,2,147.68,2,2,2,222,6,2,Lost Customers
C0307,Thomas Rodriguez,thomas.rodriguez24@example.com,2025-07-27,India,24,15,5060.0199999999995,4,5,5,455,14,3,Champions
C0308,John Smith,john.smith89@example.com,2025-08-24,France,147,3,246.70000000000002,2,2,3,223,7,0,At Risk Customers
C0309,Karen Singh,karen.singh65@example.com,2025-02-24,India,47,8,1411.42,3,5,5,355,13,3,Champions
C0310,Deepak Choudhury,deepak.choudhury77@example.com,2025-02-10,India,139,1,57.19,2,1,1,211,4,2,Lost Customers
C0311,David Sen,david.sen38@example.com,2025-06-20,Germany,31,4,246.19,4,3,3,433,10,1,Loyalists
C0312,Arjun Thomas,arjun.thomas91@example.com,2025-02-28,United States,141,5,402.42,2,4,4,244,10,0,At Risk Customers
C0313,Siddharth Roy,siddharth.roy54@example.com,2026-01-08,Australia,120,2,176.95,2,2,2,222,6,0,At Risk Customers
C0314,Neha Garcia,neha.garcia23@example.com,2025-03-16,India,1,5,290.01,5,4,3,543,12,1,Loyalists
C0315,Rohan Young,rohan.young29@example.com,2026-01-25,Germany,37,8,1289.72,4,5,5,455,14,3,Champions
C0316,Arjun Johnson,arjun.johnson90@example.com,2025-09-10,United States,330,1,51.89,1,1,1,111,3,2,Lost Customers
C0317,Gita Thompson,gita.thompson67@example.com,2025-12-15,Canada,6,16,5592.4400000000005,5,5,5,555,15,3,Champions
C0318,Gita King,gita.king51@example.com,2025-11-18,India,25,12,3979.95,4,5,5,455,14,3,Champions
C0319,Richard Patel,richard.patel70@example.com,2025-08-15,United States,111,6,784.0699999999999,2,4,4,244,10,0,At Risk Customers
C0320,Michael Thompson,michael.thompson17@example.com,2025-06-30,United States,104,8,1361.99,2,5,5,255,12,3,Champions
C0321,David Mishra,david.mishra67@example.com,2025-01-20,India,23,10,1394.7,4,5,5,455,14,3,Champions
C0322,Sarah Patel,sarah.patel92@example.com,2025-02-16,United States,265,1,43.83,1,1,1,111,3,2,Lost Customers
C0323,Sunita Das,sunita.das69@example.com,2025-10-25,United States,20,14,4618.110000000001,4,5,5,455,14,3,Champions
C0324,Amit Chatterjee,amit.chatterjee83@example.com,2025-11-30,India,14,5,213.98,5,4,2,542,11,1,Loyalists
C0325,Sanjay Taylor,sanjay.taylor74@example.com,2025-03-19,Australia,34,10,1367.77,4,5,5,455,14,3,Champions
C0326,Richard Joshi,richard.joshi53@example.com,2026-01-01,India,35,3,181.58999999999997,4,2,2,422,8,1,Loyalists
C0327,Rohan Gupta,rohan.gupta41@example.com,2025-12-29,United States,28,4,231.34,4,3,3,433,10,1,Loyalists
C0328,Richard Jackson,richard.jackson76@example.com,2025-11-09,India,214,1,45.82,1,1,1,111,3,2,Lost Customers
C0329,Karen Rodriguez,karen.rodriguez59@example.com,2025-07-29,Germany,63,5,370.86,3,4,4,344,11,0,At Risk Customers
C0330,Sanjay Mehta,sanjay.mehta90@example.com,2025-11-28,India,15,5,475.28,5,4,4,544,13,1,Loyalists
C0331,Jessica Joshi,jessica.joshi81@example.com,2025-12-14,India,85,4,299.14,3,3,3,333,9,0,At Risk Customers
C0332,Emily Young,emily.young29@example.com,2025-06-20,India,59,4,347.23,3,3,4,334,10,0,At Risk Customers
C0333,Neha Roy,neha.roy49@example.com,2025-12-02,United Kingdom,119,3,251.03,2,2,3,223,7,0,At Risk Customers
C0334,Lisa Nair,lisa.nair86@example.com,2025-12-29,Australia,149,2,214.3,2,2,3,223,7,0,At Risk Customers
C0335,David Harris,david.harris58@example.com,2025-11-26,Germany,9,5,255.67,5,4,3,543,12,1,Loyalists
C0336,Meera Jackson,meera.jackson21@example.com,2025-11-27,United Kingdom,29,2,67.39,4,2,1,421,7,1,Loyalists
C0337,Sunita Bose,sunita.bose12@example.com,2025-07-05,India,19,1,21.85,5,1,1,511,7,2,Lost Customers
C0338,Tanvi Sen,tanvi.sen72@example.com,2025-04-09,India,121,6,633.1,2,4,4,244,10,0,At Risk Customers
C0339,Meera Reddy,meera.reddy19@example.com,2025-06-01,France,18,5,413.08,5,4,4,544,13,1,Loyalists
C0340,Isha Thomas,isha.thomas79@example.com,2026-01-14,Canada,28,4,271.17,4,3,3,433,10,1,Loyalists
C0341,Amit Sen,amit.sen89@example.com,2025-03-09,United States,51,5,258.74,3,4,3,343,10,0,At Risk Customers
C0342,Neha Smith,neha.smith33@example.com,2025-12-21,Germany,5,5,389.48,5,4,4,544,13,1,Loyalists
C0343,Pranav Chatterjee,pranav.chatterjee15@example.com,2025-07-30,India,29,8,2851.09,4,5,5,455,14,3,Champions
C0344,James Chatterjee,james.chatterjee88@example.com,2025-05-26,Germany,61,4,325.73,3,3,4,334,10,0,At Risk Customers
C0345,Richard Jones,richard.jones78@example.com,2025-05-03,India,101,3,273.43,2,2,3,223,7,0,At Risk Customers
C0346,Rajesh Williams,rajesh.williams57@example.com,2025-12-14,Australia,53,1,26.46,3,1,1,311,5,2,Lost Customers
C0347,Richard Mishra,richard.mishra46@example.com,2026-02-03,India,42,1,51.94,4,1,1,411,6,2,Lost Customers
C0348,Vijay Mukherjee,vijay.mukherjee30@example.com,2025-04-13,Germany,272,3,134.35,1,2,2,122,5,0,At Risk Customers
C0349,Meera Miller,meera.miller16@example.com,2025-11-25,United States,251,1,28.27,1,1,1,111,3,2,Lost Customers
C0350,Karen Harris,karen.harris23@example.com,2025-12-31,France,58,5,372.8,3,4,4,344,11,0,At Risk Customers
C0351,Kabir Rodriguez,kabir.rodriguez20@example.com,2026-01-26,India,1,2,173.32,5,2,2,522,9,1,Loyalists
C0352,Richard Thomas,richard.thomas28@example.com,2025-08-12,India,11,4,304.40999999999997,5,3,3,533,11,1,Loyalists
C0353,Vikram Chatterjee,vikram.chatterjee54@example.com,2025-01-14,United States,138,1,13.4,2,1,1,211,4,2,Lost Customers
C0354,Lisa Thomas,lisa.thomas57@example.com,2025-05-01,India,14,15,4792.82,5,5,5,555,15,3,Champions
C0355,Diya Bose,diya.bose38@example.com,2025-01-15,India,135,3,185.35999999999999,2,2,2,222,6,0,At Risk Customers
C0356,Isha Sen,isha.sen28@example.com,2025-03-12,India,194,4,180.01999999999998,1,3,2,132,6,0,At Risk Customers
C0357,Rajesh Nair,rajesh.nair70@example.com,2025-08-18,United States,66,5,282.95,3,4,3,343,10,0,At Risk Customers
C0358,Diya Verma,diya.verma42@example.com,2025-04-21,France,187,5,419.11,1,4,4,144,9,0,At Risk Customers
C0359,Suresh Young,suresh.young77@example.com,2025-08-05,India,96,4,234.35,2,3,3,233,8,0,At Risk Customers
C0360,Sarah Garcia,sarah.garcia48@example.com,2025-03-04,India,74,5,282.55,3,4,3,343,10,0,At Risk Customers
C0361,Thomas King,thomas.king68@example.com,2025-02-02,India,19,1,68.09,5,1,1,511,7,1,Loyalists
C0362,Priya Young,priya.young78@example.com,2025-01-09,United States,168,2,116.91,2,2,2,222,6,2,Lost Customers
C0363,Gita Garcia,gita.garcia28@example.com,2025-05-30,United States,135,1,53.39,2,1,1,211,4,2,Lost Customers
C0364,Kiran Roy,kiran.roy40@example.com,2025-10-20,United States,63,5,334.2,3,4,4,344,11,0,At Risk Customers
C0365,Diya Jackson,diya.jackson56@example.com,2025-02-04,Australia,108,2,196.73000000000002,2,2,2,222,6,0,At Risk Customers
C0366,Anil Thomas,anil.thomas74@example.com,2025-10-11,India,4,2,124.48,5,2,2,522,9,1,Loyalists
C0367,Rajesh Gupta,rajesh.gupta91@example.com,2025-07-18,Singapore,27,7,1210.71,4,5,5,455,14,3,Champions
C0368,Emily Verma,emily.verma55@example.com,2026-02-08,India,9,1,21.83,5,1,1,511,7,1,Loyalists
C0369,James Joshi,james.joshi84@example.com,2026-01-12,Germany,39,5,855.58,4,4,4,444,12,0,At Risk Customers
C0370,Meera Gupta,meera.gupta55@example.com,2025-10-07,India,19,10,1563.46,5,5,5,555,15,3,Champions
C0371,Rohan Mishra,rohan.mishra99@example.com,2025-09-03,United States,20,7,1081.65,4,5,5,455,14,3,Champions
C0372,Meera Patel,meera.patel68@example.com,2025-01-19,India,28,2,182.59,4,2,2,422,8,1,Loyalists
C0373,Amit Williams,amit.williams15@example.com,2025-06-11,Australia,102,3,189.1,2,2,2,222,6,0,At Risk Customers
C0374,Sunita Choudhury,sunita.choudhury79@example.com,2025-08-31,India,30,6,983.5999999999999,4,4,5,445,13,3,Champions
C0375,Siddharth Rodriguez,siddharth.rodriguez55@example.com,2026-02-04,India,44,3,272.57,3,2,3,323,8,0,At Risk Customers
C0376,Jessica Davis,jessica.davis25@example.com,2026-02-14,India,12,18,6499.92,5,5,5,555,15,3,Champions
C0377,Lisa Chatterjee,lisa.chatterjee59@example.com,2025-06-23,Singapore,42,1,32.07,4,1,1,411,6,2,Lost Customers
C0378,Priya Anderson,priya.anderson57@example.com,2026-02-13,United States,5,5,242.56,5,4,3,543,12,1,Loyalists
C0379,Diya Banerjee,diya.banerjee20@example.com,2025-08-09,United States,15,19,6104.2,5,5,5,555,15,3,Champions
C0380,Rohan White,rohan.white47@example.com,2025-06-14,India,28,4,303.28,4,3,3,433,10,1,Loyalists
C0381,John Rodriguez,john.rodriguez49@example.com,2025-08-17,United States,18,5,396.07,5,4,4,544,13,1,Loyalists
C0382,Sandra Smith,sandra.smith98@example.com,2025-08-16,India,50,1,67.98,3,1,1,311,5,2,Lost Customers
C0383,Amit Roy,amit.roy88@example.com,2025-08-11,India,80,6,885.32,3,4,4,344,11,0,At Risk Customers
C0384,Ananya Patel,ananya.patel95@example.com,2025-11-23,United States,45,4,334.46,3,3,4,334,10,0,At Risk Customers
C0385,Sunita Smith,sunita.smith13@example.com,2025-03-15,France,4,19,5590.360000000001,5,5,5,555,15,3,Champions
C0386,Richard Gupta,richard.gupta26@example.com,2025-02-04,India,53,1,24.29,3,1,1,311,5,2,Lost Customers
C0387,Karen Bose,karen.bose59@example.com,2025-10-18,India,66,4,156.04000000000002,3,3,2,332,8,0,At Risk Customers
C0388,Neha Chatterjee,neha.chatterjee57@example.com,2025-07-10,United States,70,5,825.21,3,4,4,344,11,0,At Risk Customers
C0389,Arjun Martin,arjun.martin27@example.com,2025-09-29,India,119,3,132.72,2,2,2,222,6,0,At Risk Customers
C0390,John Davis,john.davis41@example.com,2025-02-28,India,65,3,221.29000000000002,3,2,3,323,8,0,At Risk Customers
C0391,Rohan Anderson,rohan.anderson76@example.com,2025-07-18,Canada,60,6,734.57,3,4,4,344,11,0,At Risk Customers
C0392,Kabir Miller,kabir.miller43@example.com,2025-12-27,United States,97,4,308.23,2,3,3,233,8,0,At Risk Customers
C0393,Kiran Rodriguez,kiran.rodriguez98@example.com,2025-09-09,India,67,6,834.37,3,4,4,344,11,0,At Risk Customers
C0394,Meera Patel,meera.patel67@example.com,2025-03-30,Canada,47,11,3738.68,3,5,5,355,13,3,Champions
C0395,Richard Singh,richard.singh97@example.com,2025-06-13,United Kingdom,233,3,177.53,1,2,2,122,5,0,At Risk Customers
C0396,Arjun Harris,arjun.harris79@example.com,2025-05-29,Canada,343,1,41.04,1,1,1,111,3,2,Lost Customers
C0397,Pranav Johnson,pranav.johnson56@example.com,2025-09-18,India,10,1,18.21,5,1,1,511,7,1,Loyalists
C0398,Siddharth Nair,siddharth.nair40@example.com,2026-02-09,United States,8,5,355.21000000000004,5,4,4,544,13,1,Loyalists
C0399,Karen Harris,karen.harris83@example.com,2025-07-08,United States,20,1,30.38,4,1,1,411,6,2,Lost Customers
C0400,Suresh Nair,suresh.nair88@example.com,2025-02-14,India,305,1,70.86,1,1,1,111,3,2,Lost Customers
C0401,Lisa Taylor,lisa.taylor77@example.com,2025-07-30,Germany,21,5,419.59000000000003,4,4,4,444,12,1,Loyalists
C0402,Gita Patel,gita.patel26@example.com,2025-06-12,United States,6,5,942.73,5,4,4,544,13,1,Loyalists
C0403,Richard Mishra,richard.mishra97@example.com,2025-09-22,India,131,1,60.28,2,1,1,211,4,2,Lost Customers
C0404,Suresh Thompson,suresh.thompson33@example.com,2026-01-29,Australia,17,5,315.78999999999996,5,4,3,543,12,1,Loyalists
C0405,Sandra Thomas,sandra.thomas17@example.com,2025-03-05,United States,123,4,306.08,2,3,3,233,8,0,At Risk Customers
C0406,David Smith,david.smith30@example.com,2025-06-15,Australia,3,2,171.77,5,2,2,522,9,1,Loyalists
C0407,Vikram Roy,vikram.roy76@example.com,2025-05-26,France,82,2,112.99000000000001,3,2,2,322,7,2,Lost Customers
C0408,Emily Williams,emily.williams91@example.com,2025-10-10,India,135,1,33.59,2,1,1,211,4,2,Lost Customers
C0409,David King,david.king78@example.com,2025-02-17,United States,232,3,222.95999999999998,1,2,3,123,6,0,At Risk Customers
C0410,Pranav Thompson,pranav.thompson84@example.com,2025-03-20,India,104,2,164.9,2,2,2,222,6,0,At Risk Customers
C0411,Kiran Young,kiran.young53@example.com,2025-10-16,India,17,4,286.86,5,3,3,533,11,1,Loyalists
C0412,Aditya Singh,aditya.singh15@example.com,2025-11-25,Germany,194,1,10.87,1,1,1,111,3,2,Lost Customers
C0413,Emily Brown,emily.brown83@example.com,2025-08-02,United States,22,5,363.04,4,4,4,444,12,1,Loyalists
C0414,Aditya Anderson,aditya.anderson90@example.com,2025-10-07,India,21,5,703.8199999999999,4,4,4,444,12,1,Loyalists
C0415,David Taylor,david.taylor41@example.com,2026-02-17,Germany,9,17,5424.82,5,5,5,555,15,3,Champions
C0416,Lisa Martinez,lisa.martinez68@example.com,2025-02-07,United Kingdom,48,4,194.32,3,3,2,332,8,0,At Risk Customers
C0417,Pranav Chatterjee,pranav.chatterjee63@example.com,2025-09-05,United States,64,2,142.27,3,2,2,322,7,0,At Risk Customers
C0418,Jessica Young,jessica.young28@example.com,2025-06-10,France,41,7,880.1800000000001,4,5,4,454,13,3,Champions
C0419,John Roy,john.roy61@example.com,2025-03-08,Germany,28,20,7255.6900000000005,4,5,5,455,14,3,Champions
C0420,Sunita Harris,sunita.harris23@example.com,2025-06-13,India,199,2,206.4,1,2,2,122,5,0,At Risk Customers
C0421,Kabir Davis,kabir.davis67@example.com,2025-05-07,India,411,2,224.64,1,2,3,123,6,2,Lost Customers
C0422,Ananya Rodriguez,ananya.rodriguez59@example.com,2025-11-12,United States,32,9,1363.32,4,5,5,455,14,3,Champions
C0423,Pranav Kumar,pranav.kumar83@example.com,2026-01-05,India,31,10,1442.97,4,5,5,455,14,3,Champions
C0424,Pranav Anderson,pranav.anderson75@example.com,2025-08-28,United States,178,3,212.82,1,2,2,122,5,0,At Risk Customers
C0425,David Anderson,david.anderson12@example.com,2025-02-16,Australia,99,3,151.09,2,2,2,222,6,0,At Risk Customers
C0426,Sunita Mishra,sunita.mishra40@example.com,2025-04-21,United States,201,4,146.04,1,3,2,132,6,0,At Risk Customers
C0427,Ananya Mehta,ananya.mehta46@example.com,2025-09-11,United States,22,3,178.51000000000002,4,2,2,422,8,1,Loyalists
C0428,Rajesh Rodriguez,rajesh.rodriguez78@example.com,2025-01-05,France,105,9,1585.91,2,5,5,255,12,3,Champions
C0429,Sandra Nair,sandra.nair43@example.com,2026-01-08,India,1,5,447.67,5,4,4,544,13,1,Loyalists
C0430,Lisa Bose,lisa.bose15@example.com,2025-07-25,India,72,5,403.01,3,4,4,344,11,0,At Risk Customers
C0431,Suresh Williams,suresh.williams56@example.com,2025-10-11,India,25,5,419.31,4,4,4,444,12,1,Loyalists
C0432,William Thomas,william.thomas67@example.com,2026-01-27,United States,32,2,141.73,4,2,2,422,8,1,Loyalists
C0433,Kiran King,kiran.king25@example.com,2025-03-07,Singapore,211,2,228.95999999999998,1,2,3,123,6,0,At Risk Customers
C0434,Lisa Bose,lisa.bose53@example.com,2025-10-13,Australia,29,6,1103.12,4,4,5,445,13,3,Champions
C0435,Neha Williams,neha.williams87@example.com,2025-09-18,United States,316,1,19.49,1,1,1,111,3,2,Lost Customers
C0436,Amit Gupta,amit.gupta14@example.com,2025-03-12,United Kingdom,155,5,523.22,2,4,4,244,10,0,At Risk Customers
C0437,Rajesh Jackson,rajesh.jackson68@example.com,2025-03-18,United States,93,10,1789.93,2,5,5,255,12,3,Champions
C0438,Sunita Nair,sunita.nair51@example.com,2025-11-10,India,66,4,252.86,3,3,3,333,9,0,At Risk Customers
C0439,Lisa King,lisa.king48@example.com,2025-10-31,India,130,2,206.77,2,2,2,222,6,0,At Risk Customers
C0440,Sunita White,sunita.white72@example.com,2025-12-29,United States,139,1,14.55,2,1,1,211,4,2,Lost Customers
C0441,Rajesh Verma,rajesh.verma57@example.com,2025-06-19,United Kingdom,22,10,1846.81,4,5,5,455,14,3,Champions
C0442,Thomas Thompson,thomas.thompson49@example.com,2026-02-12,Canada,3,16,5121.51,5,5,5,555,15,3,Champions
C0443,Aditya Young,aditya.young70@example.com,2025-05-16,Australia,1,5,352.45,5,4,4,544,13,1,Loyalists
C0444,Deepak Martin,deepak.martin39@example.com,2026-01-05,India,158,3,133.56,2,2,2,222,6,0,At Risk Customers
C0445,Rajesh Smith,rajesh.smith77@example.com,2025-11-19,United Kingdom,25,3,176.10000000000002,4,2,2,422,8,1,Loyalists
C0446,William Reddy,william.reddy97@example.com,2025-05-05,India,259,4,275.53,1,3,3,133,7,0,At Risk Customers
C0447,Kabir Williams,kabir.williams12@example.com,2025-08-14,India,19,4,257.06,5,3,3,533,11,1,Loyalists
C0448,Neha Mukherjee,neha.mukherjee98@example.com,2025-04-15,United States,31,8,1366.0900000000001,4,5,5,455,14,3,Champions
C0449,Kiran Taylor,kiran.taylor17@example.com,2025-12-28,India,36,5,364.14,4,4,4,444,12,0,At Risk Customers
C0450,Tanvi Harris,tanvi.harris51@example.com,2025-12-06,United States,113,3,254.14,2,2,3,223,7,0,At Risk Customers
